1.790000000000000000e+03,5.513382265000421524e+09,-2.604994879328307152e+09,-1.522213024112106323e+10
1.791099999999999909e+03,5.341817733804389954e+09,-2.525419081862623692e+09,-1.524594604712841988e+10
1.792200000000000045e+03,5.208611906617815018e+09,-2.461118390963786125e+09,-1.526831905697287750e+10
1.793299999999999955e+03,5.099872451888818741e+09,-2.406818908502901077e+09,-1.528972884097288895e+10
1.794400000000000091e+03,5.008251106157597542e+09,-2.359682040291723728e+09,-1.531043655851093674e+10
1.795500000000000000e+03,4.929341524390130997e+09,-2.317978415075153351e+09,-1.533060304875124741e+10
1.796599999999999909e+03,4.860274706589269638e+09,-2.280565358903955936e+09,-1.535033566826885986e+10
1.797700000000000045e+03,4.799069902394240379e+09,-2.246643052510512352e+09,-1.536971028368884087e+10
1.798799999999999955e+03,4.744298106032059669e+09,-2.215626947011697769e+09,-1.538878284687823486e+10
1.799900000000000091e+03,4.694892369652458191e+09,-2.187075210239719391e+09,-1.540759601496909904e+10
1.801000000000000000e+03,4.650033807861071587e+09,-2.160644755532279015e+09,-1.542618318455690956e+10
1.802099999999999909e+03,4.609079527251592636e+09,-2.136063215844182014e+09,-1.544457107674498177e+10
1.803200000000000045e+03,4.571515144811936378e+09,-2.113110334643573761e+09,-1.546278146254378319e+10
1.804299999999999955e+03,4.536922417198256493e+09,-2.091605182667315245e+09,-1.548083235412443924e+10
1.805400000000000091e+03,4.504956525293228149e+09,-2.071397121476206779e+09,-1.549873885108283234e+10
1.806500000000000000e+03,4.475329734876797676e+09,-2.052359256931489944e+09,-1.551651375649892044e+10
1.807599999999999909e+03,4.447799390908537865e+09,-2.034383595835463524e+09,-1.553416803482258797e+10
1.808700000000000045e+03,4.422158924799051285e+09,-2.017377392744476318e+09,-1.555171115896899986e+10
1.809799999999999955e+03,4.398231013075975418e+09,-2.001260353367798328e+09,-1.556915137707042885e+10
1.810900000000000091e+03,4.375862289250164032e+09,-1.985962458272299290e+09,-1.558649592109984016e+10
1.812000000000000000e+03,4.354981464426606178e+09,-1.971453611960008144e+09,-1.560375452375403595e+10
1.813099999999999909e+03,4.335343797717911720e+09,-1.957615069276113749e+09,-1.562092637671929550e+10
1.814200000000000045e+03,4.316912105888674736e+09,-1.944432021481347322e+09,-1.563801961766786766e+10
1.815299999999999955e+03,4.299595128584677696e+09,-1.931861535667952299e+09,-1.565503876520518303e+10
1.816400000000000091e+03,4.283311658493715763e+09,-1.919865139138976574e+09,-1.567198788555664062e+10
1.817500000000000000e+03,4.267989119572208881e+09,-1.908408213309583902e+09,-1.568887065210412788e+10
1.818599999999999909e+03,4.253562388771102905e+09,-1.897459488635872126e+09,-1.570569039519102097e+10
1.819700000000000045e+03,4.239972812728684902e+09,-1.886990620832750320e+09,-1.572245014407030296e+10
1.820799999999999955e+03,4.227167381826806545e+09,-1.876975833011947393e+09,-1.573915266246121407e+10
1.821900000000000091e+03,4.215098032453245163e+09,-1.867391611842754126e+09,-1.575580047883877182e+10
1.823000000000000000e+03,4.203721053287287235e+09,-1.858216447452253580e+09,-1.577239591250219536e+10
1.824099999999999909e+03,4.192996579998435020e+09,-1.849430611468363762e+09,-1.578894109579531860e+10
1.825200000000000045e+03,4.182888159148019791e+09,-1.841015963844615698e+09,-1.580543799364543152e+10
1.826299999999999955e+03,4.173362373829620361e+09,-1.832955786705398798e+09,-1.582188842033085442e+10
1.827400000000000091e+03,4.164388518779489994e+09,-1.825234639271124601e+09,-1.583829405420758057e+10
1.828500000000000000e+03,4.155938317955767155e+09,-1.817838231183477640e+09,-1.585465645060395050e+10
1.829599999999999909e+03,4.147985677996256351e+09,-1.810753311411224127e+09,-1.587097705316572189e+10
1.830700000000000045e+03,4.140506472216930389e+09,-1.803967570475236893e+09,-1.588725720387205887e+10
1.831799999999999955e+03,4.133478350711750507e+09,-1.797469554102806091e+09,-1.590349815190769196e+10
1.832900000000000091e+03,4.126880572858516693e+09,-1.791248586734100103e+09,-1.591970106154662895e+10
1.834000000000000000e+03,4.120693859127876282e+09,-1.785294703550923109e+09,-1.593586701917748451e+10
