1.790000000000000000e+03,2.194465186446327432e-01,2.281868173288826573e-01
1.791099999999999909e+03,2.279130176603058611e-01,2.382667486541168445e-01
1.792200000000000045e+03,2.351060950711150732e-01,2.468891832511939666e-01
1.793299999999999955e+03,2.414541811209095779e-01,2.545401394163480657e-01
1.794400000000000091e+03,2.471901702561652148e-01,2.614842479891594795e-01
1.795500000000000000e+03,2.524572523565396520e-01,2.678844728227167682e-01
1.796599999999999909e+03,2.573508507083885899e-01,2.738495877821996438e-01
1.797700000000000045e+03,2.619382970433337676e-01,2.794564664388045072e-01
1.798799999999999955e+03,2.662691781706844618e-01,2.847618119977219919e-01
1.799900000000000091e+03,2.703812484304209396e-01,2.898088649217052670e-01
1.801000000000000000e+03,2.743040297250450288e-01,2.946314899790259401e-01
1.802099999999999909e+03,2.780611164689834602e-01,2.992567948224037488e-01
1.803200000000000045e+03,2.816717127858571201e-01,3.037068775542178245e-01
1.804299999999999955e+03,2.851516929666698119e-01,3.080000331392812041e-01
1.805400000000000091e+03,2.885143542127987515e-01,3.121516103376781315e-01
1.806500000000000000e+03,2.917709641818632127e-01,3.161746354660696090e-01
1.807599999999999909e+03,2.949311676083564704e-01,3.200802759279970378e-01
1.808700000000000045e+03,2.980032943456281114e-01,3.238781916222353008e-01
1.809799999999999955e+03,3.009945958560813484e-01,3.275768048920560949e-01
1.810900000000000091e+03,3.039114300708691263e-01,3.311835116953357194e-01
1.812000000000000000e+03,3.067525181453862881e-01,3.346960635755902858e-01
1.813099999999999909e+03,3.095367810461016611e-01,3.381380367901510864e-01
1.814200000000000045e+03,3.122615777698392048e-01,3.415056032806279007e-01
1.815299999999999955e+03,3.149308839796031712e-01,3.448034151931417268e-01
1.816400000000000091e+03,3.175482801693882973e-01,3.480356686446947068e-01
1.817500000000000000e+03,3.201170041829355384e-01,3.512061639563904825e-01
1.818599999999999909e+03,3.226399951172153058e-01,3.543183560396335197e-01
1.819700000000000045e+03,3.251199302745431119e-01,3.573753968329415609e-01
1.820799999999999955e+03,3.275592564643023397e-01,3.603801712738293195e-01
1.821900000000000091e+03,3.299602166428183270e-01,3.633353279328765395e-01
1.823000000000000000e+03,3.323248728599422774e-01,3.662433054223093731e-01
1.824099999999999909e+03,3.346551257294839710e-01,3.691063548102637148e-01
1.825200000000000045e+03,3.369527316391925931e-01,3.719265594569959310e-01
1.826299999999999955e+03,3.392193174402300393e-01,3.747058519496371254e-01
1.827400000000000091e+03,3.414563933696954101e-01,3.774460290127715778e-01
1.828500000000000000e+03,3.436653643555435123e-01,3.801487645607933841e-01
1.829599999999999909e+03,3.458475399581606990e-01,3.828156211838323886e-01
1.830700000000000045e+03,3.480041431433663068e-01,3.854480602902685127e-01
1.831799999999999955e+03,3.501363180508241246e-01,3.880474510938605182e-01
1.832900000000000091e+03,3.522451368940603955e-01,3.906150786015114562e-01
1.834000000000000000e+03,3.543316061077905754e-01,3.931521507344142297e-01
1.835099999999999909e+03,3.563966718403868139e-01,3.956598046948339720e-01
1.836200000000000045e+03,3.584412248745022511e-01,3.981391126738030861e-01
1.837299999999999955e+03,3.604661050467072858e-01,4.005910869810786479e-01
1.838400000000000091e+03,3.624721052270174493e-01,4.030166846673242653e-01
1.839500000000000000e+03,3.644599749104200370e-01,4.054168116983912773e-01
1.840599999999999909e+03,3.664304234660508697e-01,4.077923267342096758e-01
1.841700000000000045e+03,3.683841230823497459e-01,4.101440445563617199e-01
1.842799999999999955e+03,3.703217114424119938e-01,4.124727391837008650e-01
1.843900000000000091e+03,3.722437941592083854e-01,4.147791467102030505e-01
1.845000000000000000e+03,3.741509469960802026e-01,4.170639678943015571e-01
1.846099999999999909e+03,3.760437178957113380e-01,4.193278705264613104e-01
1.847200000000000045e+03,3.779226288364909148e-01,4.215714915967305743e-01
1.848299999999999955e+03,3.797881775348100897e-01,4.237954392837556816e-01
1.849400000000000091e+03,3.816408390077766777e-01,4.260002947818731789e-01
1.850500000000000000e+03,3.834810670104021879e-01,4.281866139825473705e-01
1.851599999999999909e+03,3.853092953594446923e-01,4.303549290242348335e-01
1.852700000000000045e+03,3.871259391544389361e-01,4.325057497228163572e-01
1.853799999999999955e+03,3.889313959053975478e-01,4.346395648935522660e-01
1.854900000000000091e+03,3.907260465759697099e-01,4.367568435747363198e-01
1.856000000000000000e+03,3.925102565495099394e-01,4.388580361616693515e-01
1.857099999999999909e+03,3.942843765248955079e-01,4.409435754588535428e-01
1.858200000000000045e+03,3.960487433483313446e-01,4.430138776576460491e-01
1.859299999999999955e+03,3.978036807864923641e-01,4.450693432455441467e-01
1.860400000000000091e+03,3.995495002459369394e-01,4.471103578528305977e-01
1.861500000000000000e+03,4.012865014386094442e-01,4.491372930364712079e-01
1.862599999999999909e+03,4.030149730298572819e-01,4.511505070429261410e-01
1.863700000000000045e+03,4.047351931817932957e-01,4.531503454502345263e-01
1.864799999999999955e+03,4.064474301309589643e-01,4.551371418485719023e-01
1.865900000000000091e+03,4.081519426940175554e-01,4.571112184376435739e-01
1.867000000000000000e+03,4.098489807016123532e-01,4.590728865387230240e-01
1.868099999999999909e+03,4.115387855727506983e-01,4.610224472751361935e-01
1.869200000000000045e+03,4.132215906006874717e-01,4.629601919082785844e-01
1.870299999999999955e+03,4.148976213342299713e-01,4.648864022912299054e-01
1.871400000000000091e+03,4.165670960891997288e-01,4.668013514727819002e-01
1.872500000000000000e+03,4.182302261917586472e-01,4.687053039866827531e-01
1.873599999999999909e+03,4.198872163323431050e-01,4.705985162711845970e-01
1.874700000000000045e+03,4.215382648751884731e-01,4.724812370363496994e-01
1.875799999999999955e+03,4.231835641588479469e-01,4.743537076207074987e-01
1.876900000000000091e+03,4.248233007318574228e-01,4.762161622720456067e-01
1.878000000000000000e+03,4.264576556804857144e-01,4.780688285356334832e-01
1.879099999999999909e+03,4.280868048226492140e-01,4.799119274860447204e-01
1.880200000000000045e+03,4.297109189544620067e-01,4.817456740202810672e-01
1.881299999999999955e+03,4.313301640713979035e-01,4.835702771211711770e-01
1.882400000000000091e+03,4.329447015764259499e-01,4.853859401047055377e-01
1.883500000000000000e+03,4.345546884708786362e-01,4.871928608509618619e-01
1.884599999999999909e+03,4.361602775590127101e-01,4.889912320416328617e-01
1.885700000000000045e+03,4.377616176045353580e-01,4.907812413534148321e-01
1.886799999999999955e+03,4.393588535108116089e-01,4.925630716699697653e-01
1.887900000000000091e+03,4.409521264988539579e-01,4.943369012938046980e-01
1.889000000000000000e+03,4.425415741965964544e-01,4.961029040578328608e-01
1.890099999999999909e+03,4.441273308606426551e-01,4.978612495846705399e-01
1.891200000000000045e+03,4.457095274709230726e-01,4.996121034033899067e-01
1.892299999999999955e+03,4.472882918712818290e-01,5.013556271171343282e-01
1.893400000000000091e+03,4.488637488945051435e-01,5.030919785529527344e-01
1.894500000000000000e+03,4.504360204817084434e-01,5.048213119049335118e-01
1.895599999999999909e+03,4.520052257959446540e-01,5.065437778704824368e-01
1.896700000000000045e+03,4.535714813309017490e-01,5.082595237807624455e-01
1.897799999999999955e+03,4.551349010145050999e-01,5.099686937250913488e-01
1.898900000000000091e+03,4.566955963080795433e-01,5.116714286700607683e-01
1.900000000000000000e+03,4.582536763010114367e-01,5.133678665732918089e-01
1.901099999999999909e+03,4.598092478013412476e-01,5.150581424923489360e-01
1.902200000000000045e+03,4.613624154224129637e-01,5.167423886889704887e-01
1.903299999999999955e+03,4.629132816659744520e-01,5.184207347290470391e-01
1.904400000000000091e+03,4.644619470016073670e-01,5.200933075782446791e-01
1.905500000000000000e+03,4.660085098896101230e-01,5.217602316363274539e-01
1.906599999999999909e+03,4.675530671055336818e-01,5.234216290963658036e-01
1.907700000000000045e+03,4.690957133501014176e-01,5.250776195321500417e-01
1.908799999999999955e+03,4.706365417127787998e-01,5.267283204082824355e-01
1.909900000000000091e+03,4.721756435911166339e-01,5.283738470002833365e-01
1.911000000000000000e+03,4.737131087604944946e-01,5.300143124778933235e-01
1.912099999999999909e+03,4.752490254359623689e-01,5.316498279794286130e-01
1.913200000000000045e+03,4.767834803301425062e-01,5.332805026815853333e-01
1.914299999999999955e+03,4.783165587089143744e-01,5.349064438665934729e-01
1.915400000000000091e+03,4.798483444445553747e-01,5.365277569863540208e-01
1.916500000000000000e+03,4.813789200498001519e-01,5.381445457044731207e-01
1.917599999999999909e+03,4.829083667862065776e-01,5.397569120240430784e-01
1.918700000000000045e+03,4.844367646355632884e-01,5.413649562569020635e-01
1.919799999999999955e+03,4.859641923897826121e-01,5.429687771300456545e-01
1.920900000000000091e+03,4.874907276854580362e-01,5.445684718278178682e-01
1.922000000000000000e+03,4.890164470465067637e-01,5.461641360434035253e-01
1.923099999999999909e+03,4.905414259254191611e-01,5.477558640286237512e-01
1.924200000000000045e+03,4.920657387431711660e-01,5.493437486421280935e-01
1.925299999999999955e+03,4.935894589275882094e-01,5.509278813957055876e-01
1.926400000000000091e+03,4.951126589507026665e-01,5.525083524993695816e-01
1.927500000000000000e+03,4.966354103647592777e-01,5.540852509048087571e-01
1.928599999999999909e+03,4.981577838371198386e-01,5.556586643474945575e-01
1.929700000000000045e+03,4.996798491840196976e-01,5.572286793873864053e-01
1.930799999999999955e+03,5.012016754033274957e-01,5.587953814484365456e-01
1.931900000000000091e+03,5.027233307063032619e-01,5.603588548568556593e-01
1.933000000000000000e+03,5.042448825483751840e-01,5.619191828781956444e-01
1.934099999999999909e+03,5.057663976590885957e-01,5.634764477533970028e-01
1.935200000000000045e+03,5.072879420710065812e-01,5.650307307335799001e-01
1.936299999999999955e+03,5.088095811479697028e-01,5.665821121140228733e-01
1.937400000000000091e+03,5.103313796125021895e-01,5.681306712671102543e-01
1.938500000000000000e+03,5.118534015724770514e-01,5.696764866743503353e-01
1.939599999999999909e+03,5.133757105469659576e-01,5.712196359573998850e-01
1.940700000000000045e+03,5.148983694915331144e-01,5.727601959084083205e-01
1.941799999999999955e+03,5.164214408228292585e-01,5.742982425194648188e-01
1.942900000000000091e+03,5.179449864424849892e-01,5.758338510112158692e-01
1.944000000000000000e+03,5.194690677605803275e-01,5.773670958609202764e-01
1.945099999999999909e+03,5.209937457183043685e-01,5.788980508295216154e-01
1.946200000000000045e+03,5.225190808103603590e-01,5.804267889883785170e-01
1.947299999999999955e+03,5.240451331065389962e-01,5.819533827449797636e-01
1.948400000000000091e+03,5.255719622730669061e-01,5.834779038683490793e-01
1.949500000000000000e+03,5.270996275933506059e-01,5.850004235137095110e-01
1.950599999999999909e+03,5.286281879883016899e-01,5.865210122466064657e-01
1.951700000000000045e+03,5.301577020361972759e-01,5.880397400664503227e-01
1.952799999999999955e+03,5.316882279922148236e-01,5.895566764296328310e-01
1.953900000000000091e+03,5.332198238075307462e-01,5.910718902721016077e-01
1.955000000000000000e+03,5.347525471480721881e-01,5.925854500314726714e-01
1.956099999999999909e+03,5.362864554128490280e-01,5.940974236686235033e-01
1.957200000000000045e+03,5.378216057521056914e-01,5.956078786890293131e-01
1.958299999999999955e+03,5.393580550850148869e-01,5.971168821635188806e-01
1.959400000000000091e+03,5.408958601170995584e-01,5.986245007486847847e-01
1.960500000000000000e+03,5.424350773575363771e-01,6.001308007070960127e-01
1.961599999999999909e+03,5.439757631359068979e-01,6.016358479268401060e-01
1.962700000000000045e+03,5.455179736189851303e-01,6.031397079410583117e-01
1.963799999999999955e+03,5.470617648309546999e-01,6.046424459511514637e-01
1.964900000000000091e+03,5.486071926545174060e-01,6.061441268290725937e-01
1.966000000000000000e+03,5.501543128690714601e-01,6.076448151600485348e-01
1.967099999999999909e+03,5.517031811520966000e-01,6.091445752450462825e-01
1.968200000000000045e+03,5.532538530982230585e-01,6.106434711225119383e-01
1.969299999999999955e+03,5.548063842347265018e-01,6.121415665861479338e-01
1.970400000000000091e+03,5.563608300369046189e-01,6.136389252025132857e-01
1.971500000000000000e+03,5.579172459431477327e-01,6.151356103282258347e-01
1.972599999999999909e+03,5.594756873699829880e-01,6.166316851270923216e-01
1.973700000000000045e+03,5.610362097269884218e-01,6.181272125870431733e-01
1.974799999999999955e+03,5.625988684315945676e-01,6.196222555368939844e-01
1.975900000000000091e+03,5.641637189238177807e-01,6.211168766629822091e-01
1.977000000000000000e+03,5.657308166807969441e-01,6.226111385255436170e-01
1.978099999999999909e+03,5.673002172313915681e-01,6.241051035750926346e-01
1.979200000000000045e+03,5.688719761706581002e-01,6.255988341686433696e-01
1.980299999999999955e+03,5.704461491741839030e-01,6.270923925857108117e-01
1.981400000000000091e+03,5.720227920125836585e-01,6.285858410444402633e-01
1.982500000000000000e+03,5.736019605657228793e-01,6.300792417174101434e-01
1.983599999999999909e+03,5.751837108371140594e-01,6.315726567475561382e-01
1.984700000000000045e+03,5.767680989681581716e-01,6.330661482638839654e-01
1.985799999999999955e+03,5.783551812524132529e-01,6.345597783971774764e-01
1.986900000000000091e+03,5.799450141499897793e-01,6.360536092957831400e-01
1.988000000000000000e+03,5.815376543017610755e-01,6.375477031411577178e-01
